postcode,In Use?,latitude,longitude,easting,northing,grid ref,county,district,ward,district code,ward code,country,county code,constituency,introduced,terminated,parish,national park,population,households,built up area,built up sub-division,lower layer super output area,rural/urban,region,altitude,london zone,LSOA code,local authority,MSOA code,middle layer super output area,parish code,census output area,constituency code,index of Multiple Deprivation,quality,user type,last updated
WC2A 3SP,Yes,51.516669,-0.113666,530983,181436,TQ309814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-06-01,,"Camden, unparished area","",1,1,"Greater London","Camden","Camden 028B","Urban major conurbation",London,30,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3SR,Yes,51.516669,-0.113666,530983,181436,TQ309814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",9,4,"Greater London","Camden","Camden 028B","Urban major conurbation",London,30,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3SU,Yes,51.51667,-0.11364,530985,181436,TQ309814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",3,3,"Greater London","Camden","Camden 028B","Urban major conurbation",London,30,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3SW,Yes,51.516041,-0.113231,531015,181367,TQ310813,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",1,1,"Greater London","Camden","Camden 028B","Urban major conurbation",London,28,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3SZ,Yes,51.517014,-0.113897,530966,181474,TQ309814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",7,5,"Greater London","Camden","Camden 028B","Urban major conurbation",London,31,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3TA,Yes,51.517205,-0.113316,531006,181496,TQ310814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",6,3,"Greater London","Camden","Camden 028B","Urban major conurbation",London,31,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3TD,Yes,51.517522,-0.113573,530987,181531,TQ309815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1983-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028B","Urban major conurbation",London,31,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,1,2018-08-21
WC2A 3TG,Yes,51.517722,-0.113724,530976,181553,TQ309815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028B","Urban major conurbation",London,32,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3TH,Yes,51.517732,-0.114343,530933,181553,TQ309815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1993-08-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028B","Urban major conurbation",London,33,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,1,2018-08-21
WC2A 3TL,Yes,51.516762,-0.114441,530929,181445,TQ309814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028B","Urban major conurbation",London,31,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,1,2018-08-21
WC2A 3TN,Yes,51.51643,-0.114483,530927,181408,TQ309814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028B","Urban major conurbation",London,30,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,1,2018-08-21
WC2A 3TP,Yes,51.515909,-0.114505,530927,181350,TQ309813,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1993-08-01,,"Camden, unparished area","",,,"Greater London","City of Westminster","Camden 028B","Urban major conurbation",London,30,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3TS,Yes,51.517012,-0.11322,531013,181475,TQ310814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",3,3,"Greater London","Camden","Camden 028B","Urban major conurbation",London,30,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3TX,Yes,51.517012,-0.113205,531014,181475,TQ310814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",10,3,"Greater London","Camden","Camden 028B","Urban major conurbation",London,30,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3UA,Yes,51.516864,-0.112825,531041,181459,TQ310814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028B","Urban major conurbation",London,30,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3UE,Yes,51.516863,-0.112851,531039,181459,TQ310814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",8,3,"Greater London","Camden","Camden 028B","Urban major conurbation",London,30,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3UJ,Yes,51.515952,-0.11273,531050,181358,TQ310813,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028B","Urban major conurbation",London,29,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3UP,Yes,51.516095,-0.112681,531053,181374,TQ310813,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",30,23,"Greater London","Camden","Camden 028B","Urban major conurbation",London,29,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3UT,Yes,51.51647,-0.112478,531066,181416,TQ310814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",12,5,"Greater London","City of London","Camden 028B","Urban major conurbation",London,30,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3WG,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2002-08-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
WC2A 3WZ,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2004-08-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
WC2A 3XB,Yes,51.517734,-0.114317,530935,181553,TQ309815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",4,3,"Greater London","Camden","Camden 028B","Urban major conurbation",London,33,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3XL,Yes,51.517596,-0.114262,530939,181538,TQ309815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1995-12-01,,"Camden, unparished area","",3,2,"Greater London","Camden","Camden 028B","Urban major conurbation",London,32,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2A 3XT,Yes,51.517286,-0.114044,530955,181504,TQ309815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",3,3,"Greater London","Camden","Camden 028B","Urban major conurbation",London,32,1,E01000914,,E02000193,"Camden 028",E43000197,E00004524,E14000750,16853,1,0,2018-08-21
WC2B 4AA,Yes,51.514374,-0.119713,530570,181170,TQ305811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",31,18,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,34,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023958,E14000639,8764,1,0,2018-08-21
WC2B 4AB,Yes,51.514206,-0.119893,530558,181151,TQ305811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",31,22,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,32,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023958,E14000639,8764,1,0,2018-08-21
WC2B 4AE,Yes,51.513688,-0.117349,530736,181098,TQ307810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2007-05-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,37,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4AF,Yes,51.514038,-0.120087,530545,181132,TQ305811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",25,22,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,32,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023958,E14000639,8764,1,0,2018-08-21
WC2B 4AG,Yes,51.513941,-0.120221,530536,181121,TQ305811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",38,17,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,32,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023958,E14000639,8764,1,0,2018-08-21
WC2B 4AH,Yes,51.514054,-0.12049,530517,181133,TQ305811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",30,22,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,33,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023956,E14000639,8764,1,0,2018-08-21
WC2B 4AN,Yes,51.513664,-0.119728,530571,181091,TQ305810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2005-10-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,36,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023958,E14000639,8764,1,0,2018-08-21
WC2B 4AQ,Yes,51.513239,-0.118492,530658,181046,TQ306810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2011-09-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,34,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4AS,Yes,51.513579,-0.118377,530665,181084,TQ306810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2002-12-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,35,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4AT,Yes,51.513523,-0.118797,530636,181077,TQ306810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2008-02-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,34,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4AU,Yes,51.515852,-0.119941,530550,181334,TQ305813,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1986-07-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,39,1,E01000918,,E02000193,"Camden 028",E43000197,E00004527,E14000750,9145,1,0,2018-08-21
WC2B 4AW,Yes,51.513923,-0.11966,530575,181120,TQ305811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1995-01-01,,"Westminster, unparished area","",89,35,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,33,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023958,E14000639,8764,1,0,2018-08-21
WC2B 4AY,Yes,51.513659,-0.118892,530629,181092,TQ306810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2000-06-01,,"Westminster, unparished area","",26,20,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,34,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4AZ,Yes,51.513868,-0.118999,530621,181115,TQ306811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2000-06-01,,"Westminster, unparished area","",34,4,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,34,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4BA,Yes,51.514856,-0.120068,530544,181223,TQ305812,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,38,1,E01000918,,E02000193,"Camden 028",E43000197,E00004527,E14000750,9145,1,0,2018-08-21
WC2B 4BB,Yes,51.51311,-0.118281,530673,181032,TQ306810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2011-09-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,34,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4BD,Yes,51.514195,-0.120902,530488,181148,TQ304811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",31,18,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,33,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023956,E14000639,8764,1,0,2018-08-21
WC2B 4BG,Yes,51.512285,-0.117742,530713,180941,TQ307809,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2014-12-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,36,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4BJ,Yes,51.514429,-0.120936,530485,181174,TQ304811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1993-01-01,,"Westminster, unparished area","",29,17,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,34,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023956,E14000639,8764,1,0,2018-08-21
WC2B 4BQ,Yes,51.514289,-0.121158,530470,181158,TQ304811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",33,21,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,34,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023956,E14000639,8764,1,0,2018-08-21
WC2B 4BS,Yes,51.514527,-0.120298,530529,181186,TQ305811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",28,23,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,35,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023958,E14000639,8764,1,0,2018-08-21
WC2B 4BW,Yes,51.514577,-0.120613,530507,181191,TQ305811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",36,17,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,35,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023956,E14000639,8764,1,0,2018-08-21
WC2B 4BX,Yes,51.514486,-0.119983,530551,181182,TQ305811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",37,21,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,35,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023958,E14000639,8764,1,0,2018-08-21
WC2B 4BZ,Yes,51.511923,-0.119411,530598,180898,TQ305808,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,30,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4DD,Yes,51.512642,-0.119381,530598,180978,TQ305809,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,31,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,1,2018-08-21
WC2B 4DE,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1997-12-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
WC2B 4DF,Yes,51.513075,-0.118888,530631,181027,TQ306810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,33,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,1,2018-08-21
WC2B 4DG,Yes,51.512501,-0.119433,530595,180962,TQ305809,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2000-06-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,31,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4DN,Yes,51.512907,-0.119082,530618,181008,TQ306810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2000-06-01,,"Westminster, unparished area","",3,3,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,32,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4DR,Yes,51.512642,-0.119381,530598,180978,TQ305809,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2000-06-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,31,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4DS,Yes,51.513601,-0.116964,530763,181089,TQ307810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,38,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,1,2018-08-21
WC2B 4EJ,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1995-07-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
WC2B 4HN,Yes,51.513658,-0.115996,530830,181097,TQ308810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1993-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,38,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4HP,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2006-08-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
WC2B 4JF,Yes,51.513413,-0.115328,530877,181071,TQ308810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,37,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4JN,Yes,51.513413,-0.115328,530877,181071,TQ308810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1998-12-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,37,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,1,2018-08-21
WC2B 4LA,Yes,51.512916,-0.115695,530853,181015,TQ308810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,36,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,1,2018-08-21
WC2B 4LD,Yes,51.512499,-0.119459,530593,180962,TQ305809,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1993-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,31,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,1,2018-08-21
WC2B 4LG,Yes,51.512916,-0.115695,530853,181015,TQ308810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1997-12-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,36,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4LL,Yes,51.512926,-0.116372,530806,181015,TQ308810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,38,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4LU,Yes,51.512916,-0.115695,530853,181015,TQ308810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1983-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,36,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,1,2018-08-21
WC2B 4NA,Yes,51.512553,-0.118333,530671,180970,TQ306809,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1980-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,33,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,1,2018-08-21
WC2B 4PJ,Yes,51.512283,-0.117767,530711,180941,TQ307809,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",1993-01-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,33,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,0,2018-08-21
WC2B 4RD,Yes,51.514707,-0.121443,530449,181204,TQ304812,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2016-07-01,,"Westminster, unparished area","",,,"Greater London","Camden","Westminster 018B","Urban major conurbation",London,33,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023956,E14000639,8764,5,1,2018-08-21
WC2B 4RL,Yes,51.514707,-0.121443,530449,181204,TQ304812,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2000-12-01,,"Westminster, unparished area","",42,26,"Greater London","Camden","Westminster 018B","Urban major conurbation",London,35,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023956,E14000639,8764,1,0,2018-08-21
WC2B 4RR,Yes,51.51355,-0.116533,530793,181084,TQ307810,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2000-06-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,39,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,1,2018-08-21
WC2B 4TS,Yes,51.514365,-0.119137,530610,181170,TQ306811,"Greater London","Westminster","St James's",E09000033,E05000644,England,E11000009,"Cities of London and Westminster",2005-08-01,,"Westminster, unparished area","",,,"Greater London","City of Westminster","Westminster 018B","Urban major conurbation",London,34,1,E01004735,,E02000977,"Westminster 018",E43000236,E00023930,E14000639,8764,1,1,2018-08-21
WC2B 5AA,Yes,51.515183,-0.121831,530421,181256,TQ304812,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",12,7,"Greater London","Camden","Camden 028C","Urban major conurbation",London,35,1,E01000918,,E02000193,"Camden 028",E43000197,E00004527,E14000750,9145,1,0,2018-08-21
WC2B 5AB,Yes,51.51543,-0.122797,530353,181282,TQ303812,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2011-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,35,1,E01000918,,E02000193,"Camden 028",E43000197,E00004527,E14000750,9145,1,1,2018-08-21
